Number,Descriptor,Context,CharLimit,Text
00380,weapon.mod.tr_15_handguard_kv_rail,Weapon Mods,64,TR-15 KV-rail 護木
00381,weapon.mod.sector_21_rounds_magazine,Weapon Mods,64,Sector 21發彈匣
00382,weapon.mod.n4o1_long_barrel,Weapon Mods,64,N4o1 長槍管
00383,weapon.mod.frd_grip_stock,Weapon Mods,64,FRD 握把槍托
00384,weapon.mod.mkm_35_round_magazine,Weapon Mods,64,MKM 35發彈匣
00385,weapon.mod.ec_handguard_pentagoon,Weapon Mods,64,EC Pentagoon 護木
00386,weapon.mod.suppressor_45,Weapon Mods,64,.45 消音器
00387,weapon.mod.skop_stock,Weapon Mods,64,Skop 槍托
00388,weapon.mod.boulder_6_round_magazine,Weapon Mods,64,Boulder 6發彈鼓
00389,weapon.mod.nb5_20_round_magazine,Weapon Mods,64,NB5 20發彈匣
00390,weapon.mod.n1o_skop_magazine_20_round,Weapon Mods,64,N1o/Skop 20發彈匣
00391,weapon.mod.grusa_short_barrel,Weapon Mods,64,Grusa 短槍管
00392,weapon.mod.muzzle_brake_annikilator_for_5_56x45_7,Weapon Mods,64,5.56x45、7.62x51、9x19「終結者」制退器
00393,weapon.mod.sha_12_20_round_magazine,Weapon Mods,64,Sha-12 20發彈匣
00394,weapon.mod.tr_15_b_mag_magazine_gen_t3,Weapon Mods,64,TR-15 B 彈匣 GEN T3
00395,weapon.mod.n4o1_standard_handguard,Weapon Mods,64,N4o1 標準護木
00396,weapon.mod.standard_tactical_torch,Weapon Mods,64,標準戰術手電筒
00397,weapon.mod.ec_stock_yuas,Weapon Mods,64,EC YUAS 槍托
00398,weapon.mod.frd_polymer_handguard,Weapon Mods,64,FRD 聚合物護木
00399,weapon.mod.ec_60_round_magazine,Weapon Mods,64,EC 60發彈匣
00400,weapon.mod.suppressor_7_62x51_pts_udk,Weapon Mods,64,7.62x51 PTS/UDK 消音器
00401,weapon.mod.ec_tacto_savv_pistol_grip_desert,Weapon Mods,64,EC Tacto SAVV 沙色手槍握把
00402,weapon.mod.lion_scope,Weapon Mods,64,獅子瞄準鏡
00403,weapon.mod.prk_standard_stock,Weapon Mods,64,PRK 標準槍托
00404,weapon.mod.bb_91_20_round_magazine,Weapon Mods,64,BB 91 20發彈匣
00405,weapon.mod.nozin_modern_stock,Weapon Mods,64,Nozin 現代槍托
00406,weapon.mod.grusa_30_round_magazine,Weapon Mods,64,Grusa 20發彈匣
00407,weapon.mod.g76_short_handguard,Weapon Mods,64,G76 短護木
00408,weapon.mod.fanaz_attachment_rail,Weapon Mods,64,Fanaz 高級導軌
00409,weapon.mod.muzzle_brake_5_45x39_ppd_3c,Weapon Mods,64,5.45x39 PPD-3C 制退器
00410,weapon.mod.tr_15_stock_ktr_desert,Weapon Mods,64,TR-15 KTR 沙色槍托
00411,weapon.mod.tr_15_handguard_cak_xru,Weapon Mods,64,TR-15 CAK XRU 護木
00412,weapon.mod.n4o1_short_barrel,Weapon Mods,64,N4o1 短槍管
00413,weapon.mod.frd_modern_stock,Weapon Mods,64,FRD 現代槍托
00414,weapon.mod.ec74_iron_sight,Weapon Mods,64,EC74 金屬瞄具
00415,weapon.mod.mkm_20_round_magazine,Weapon Mods,64,MKM 20發彈匣
00416,weapon.mod.ec_handguard_aggrexxor,Weapon Mods,64,EC Aggrexxor 護木
00417,weapon.mod.suppressor_12x70,Weapon Mods,64,12/70 消音器
00418,weapon.mod.skop_standard_stock,Weapon Mods,64,Skop 標準槍托
00419,weapon.mod.boulder_12_round_magazine,Weapon Mods,64,Boulder 12發彈鼓
00420,weapon.mod.nb5_handguard,Weapon Mods,64,NB5 標準護木
00421,weapon.mod.n1o_modern_stock,Weapon Mods,64,N1o 現代槍托
00422,weapon.mod.g76_advanced_stock,Weapon Mods,64,G76 高級槍托
00423,weapon.mod.muzzle_brake_tvs_cqb_for_9x18_9x19,Weapon Mods,64,9x18 9x19 TVS CQB 制退器
00424,weapon.mod.sha_12_10_round_magazine,Weapon Mods,64,Sha-12 10發彈匣
00425,weapon.mod.tr_15_extended_magazine,Weapon Mods,64,TR-15 擴展彈鼓
00426,weapon.mod.tr_15_green_pistol_grip,Weapon Mods,64,TR-15 綠色手槍握把
00427,weapon.mod.frd_wooden_handguard,Weapon Mods,64,FRD 木質護木
00428,weapon.mod.ec_handguard_thukov_desert,Weapon Mods,64,EC Thukov 沙色護木
00429,weapon.mod.suppressor_762x39,Weapon Mods,64,7.62x39 消音器
00430,weapon.mod.ec_tacto_savv_pistol_grip,Weapon Mods,64,EC Tacto SAVV 手槍握把
00431,weapon.mod.snake_sight,Weapon Mods,64,Sanke 瞄準鏡
00432,weapon.mod.prk_drum_magazine,Weapon Mods,64,PRK 彈鼓
00433,weapon.mod.bb_91_handguard,Weapon Mods,64,BB 91 護木
00434,weapon.mod.nozin_wooden_stock,Weapon Mods,64,Nozin 木質槍托
00435,weapon.mod.grusa_20_round_magazine,Weapon Mods,64,Grusa 20發彈匣
00436,weapon.mod.g76_long_barrel,Weapon Mods,64,G76 長槍管
00437,weapon.mod.muzzle_brake_5_45x39_tvs_cqb,Weapon Mods,64,5.45x39 TVS CQB 制退器
00438,weapon.mod.tr_15_stock,Weapon Mods,64,TR-15 槍托
00439,weapon.mod.tr_15_green_handguard,Weapon Mods,64,TR-15 綠色護木
00440,weapon.mod.zz_vel_30_round_magazine,Weapon Mods,64,ZZ VEL 30發彈匣
00441,weapon.mod.ets_stock,Weapon Mods,64,ETS 槍托
00442,weapon.mod.frd_polymer_stock,Weapon Mods,64,FRD 聚合物槍托
00443,weapon.mod.mkm_10_round_magazine,Weapon Mods,64,MKM 10發彈匣
00444,weapon.mod.ec_handguard_thukov,Weapon Mods,64,EC Thukov 護木
00445,weapon.mod.vadoo_scope,Weapon Mods,64,Vadoo 瞄準鏡
00446,weapon.mod.skop_long_handguard,Weapon Mods,64,Skop 長護木
00447,weapon.mod.boulder_attachment_rail,Weapon Mods,64,Boulder 導軌
00448,weapon.mod.nb5_standard_handguard,Weapon Mods,64,NB5 標準護木
00449,weapon.mod.n1o_archangel_stock,Weapon Mods,64,N1o「大天使」槍托
00450,weapon.ec_101,Weapons,64,EC 101
00451,weapon.santa_ec_74,Weapons,64,聖誕 EC 74
00452,weapon.nb5,Weapons,64,NB5
00453,weapon.edl,Weapons,64,EDL
00454,weapon.frd,Weapons,64,FRD
00455,weapon.bbsh_41,Weapons,64,BBsH 41
00456,weapon.n4o1,Weapons,64,N4o1
00457,weapon.wintar_bk,Weapons,64,Wintar BK
00458,weapon.ecm,Weapons,64,ECM
00459,weapon.skop_l,Weapons,64,Skop L
00460,weapon.g_76,Weapons,64,G76
00461,weapon.tus_34,Weapons,64,Tus 34
00462,weapon.marauder_700_modern,Weapons,64,Marauder 700 現代
00463,weapon.nozin_makant,Weapons,64,Nozin Makant
00464,weapon.sha_12,Weapons,64,Sha-12
00465,weapon.stas_12,Weapons,64,Stas 12
00466,weapon.bb_19_moose,Weapons,64,BB 19 MOOSE
00467,weapon.grusa_4,Weapons,64,Grusa 4
00468,weapon.vrizz_sector_45_acp,Weapons,64,VRIZZ Sector .45 ACP
00469,weapon.ec_74,Weapons,64,EC 74
00470,weapon.sawed_off_double_shotgun,Weapons,64,鋸短雙管霰彈槍
00471,weapon.mp_133,Weapons,64,MP 133
00472,weapon.fanaz,Weapons,64,Fanaz
00473,weapon.stv_40,Weapons,64,STV-40
00474,weapon.boulder,Weapons,64,Boulder
00475,weapon.pn_pokarov,Weapons,64,PN 波卡羅夫
00476,weapon.ets,Weapons,64,ETS
00477,weapon.spyder,Weapons,64,Spyder
00478,weapon.f90,Weapons,64,F90
00479,weapon.vlok_17,Weapons,64,Vlok 17
00480,weapon.pp_kokarev,Weapons,64,PP 科卡列夫
00481,weapon.prk_16,Weapons,64,PRK 16
00482,weapon.nb_153,Weapons,64,NB 153
00483,weapon.atv_40,Weapons,64,ATV-40
00484,weapon.vs_98,Weapons,64,VS-98
00485,weapon.bb_91_kerr,Weapons,64,BB 91 KERR
00486,weapon.n1o,Weapons,64,N1o
00487,weapon.vrizz_sector_9x19mm,Weapons,64,VRIZZ Sector 9x19mm 
00488,weapon.ec_74u,Weapons,64,EC 74U
00489,weapon.skop_h,Weapons,64,Skop H
00490,weapon.rp_57,Weapons,64,RP 57
00491,weapon.batko_mkm,Weapons,64,Batko MKM
00492,weapon.marauder_700,Weapons,64,Marauder 700
00493,weapon.nc_47_chimera,Weapons,64,NC 47 奇美拉
00494,weapon.zz_vel,Weapons,64,ZZ VEL
00495,weapon.mkm,Weapons,64,MKM
00496,weapon.grusa_1,Weapons,64,Grusa 1
00497,weapon.vnp,Weapons,64,VNP
00498,ammo.type.12_7x55mm_bp_round,Ammo Types,64,12.7x55mm 穿甲彈
00499,ammo.type.12_7x55mm_hp_round,Ammo Types,64,12.7x55mm 空尖彈
00500,ammo.type.12_7x55mm_ps_round,Ammo Types,64,12.7x55mm 鋼芯彈
00501,ammo.type.12x70mm_buckshot,Ammo Types,64,12x70mm 鹿彈
00502,ammo.type.12x70mm_slug,Ammo Types,64,12x70mm 獨頭彈
00503,ammo.type.12x70mm_ap_slug,Ammo Types,64,12x70mm 穿甲獨頭彈
00504,ammo.type.357_magnum,Ammo Types,64,.357 馬格南
00505,ammo.type.45_acp,Ammo Types,64,.45 ACP
00506,ammo.type.45_acp_ap,Ammo Types,64,.45 ACP 穿甲彈
00507,ammo.type.45_acp_subsonic,Ammo Types,64,.45 ACP 亞音速
00508,ammo.type.5_45x39mm_ps,Ammo Types,64,5.45x39mm 鋼芯彈
00509,ammo.type.5_45x39mm_bt,Ammo Types,64,5.45x39mm 曳光穿甲彈
00510,ammo.type.5_45x39mm_hp,Ammo Types,64,5.45x39mm 空尖彈
00511,ammo.type.5_45x39mm_subsonic,Ammo Types,64,5.45x39mm 亞音速
00512,ammo.type.5_56x45mm_m855,Ammo Types,64,5.56x45mm m855
00513,ammo.type.5_56x45mm_hp,Ammo Types,64,5.56x45mm 空尖彈
00514,ammo.type.5_56x45mm_m995,Ammo Types,64,5.56x45mm m995
00515,ammo.type.5_56x45mm_subsonic,Ammo Types,64,5.56x45mm 亞音速
00516,ammo.type.5_7x28mm_r37,Ammo Types,64,5.7x28mm R37
00517,ammo.type.5_7x28mm_ss190,Ammo Types,64,5.7x28mm SS190
00518,ammo.type.5_7x28mm_subsonic,Ammo Types,64,5.7x28mm 亞音速
00519,ammo.type.7_62x25mm_fmj,Ammo Types,64,7.62x25mm FMJ
00520,ammo.type.7_62x25mm_pst,Ammo Types,64,7.62x25mm PST
00521,ammo.type.7_62x39mm_ps,Ammo Types,64,7.62x39mm 鋼芯彈
00522,ammo.type.7_62x39mm_bp,Ammo Types,64,7.62x39mm 穿甲彈
00523,ammo.type.7_62x39mm_hp,Ammo Types,64,7.62x39mm 空尖彈
00524,ammo.type.7_62x39mm_subsonic,Ammo Types,64,7.62x39mm 亞音速
00525,ammo.type.7_62x51mm_m80,Ammo Types,64,7.62x51mm m80
00526,ammo.type.7_62x51mm_fmj,Ammo Types,64,7.62x51mm FMJ
00527,ammo.type.7_62x51mm_m61,Ammo Types,64,7.62x51mm m61
00528,ammo.type.7_62x54r_mm_ps,Ammo Types,64,7.62x54Rmm 鋼芯彈
00529,ammo.type.7_62x54rmm_snb,Ammo Types,64,7.62x54Rmm 強化鋼芯穿甲彈
00530,ammo.type.9x18mm_ps,Ammo Types,64,9x18mm 鋼芯彈
00531,ammo.type.9x18mm_pbm,Ammo Types,64,9x18mm PBM
00532,ammo.type.9x19mm_pso,Ammo Types,64,9x19mm PSO
00533,ammo.type.9x19mm_ap,Ammo Types,64,9x19mm 穿甲彈
00534,ammo.type.9x19mm_subsonic,Ammo Types,64,9x19mm 亞音速
00535,ammo.type.9x39mm_sp_5,Ammo Types,64,9x39mm SP-5
00536,ammo.type.9x39mm_bp,Ammo Types,64,9x39mm 穿甲彈
00537,armor.arman_suit,Armor,64,阿爾曼防具
00538,armor.bandit_leather_armor,Armor,64,強盜皮甲
00539,armor.bandit_3fbby_armor,Armor,64,強盜 3FBBY 護甲
00540,armor.bulletproof_vest,Armor,64,防彈背心
00541,armor.military_afz_0,Armor,64,軍用 AFZ-0 護甲
00542,armor.military_afz_1,Armor,64,軍用 AFZ-1 護甲
00543,armor.military_afz_2,Armor,64,軍用 AFZ-2 護甲
00544,armor.military_afz_3,Armor,64,軍用 AFZ-3 護甲
00545,armor.military_cyclops_suit,Armor,64,軍用獨眼巨人防具
00546,armor.crimson_cpr_0,Armor,64,深紅公司 CPR-0 護甲
00547,armor.crimson_cpr_1,Armor,64,深紅公司 CPR-1 護甲
00548,armor.crimson_cpr_2,Armor,64,深紅公司 CPR-2 護甲
00549,armor.crimson_cpr_3,Armor,64,深紅公司 CPR-3 護甲
00550,armor.crimson_cyclops_suit,Armor,64,深紅公司獨眼巨人防具
00551,armor.hunter_armor,Armor,64,獵人護甲
00552,armor.kibba_armour,Armor,64,「肌霸」護甲
00553,armor.standard_xtu_0,Armor,64,標準 XTU-0 護甲
00554,armor.standard_xtu_1,Armor,64,標準 XTU-1 護甲
00555,armor.standard_xtu_2,Armor,64,標準 XTU-2 護甲
00556,armor.standard_xtu_3,Armor,64,標準 XTU-3 護甲
00557,armor.standard_cyclops_suit,Armor,64,標準獨眼巨人防具
00558,armor.00pzcx_armor,Armor,64,00PZCX 護甲
00559,armor.20pzcx_armor,Armor,64,20PZCX 護甲
00560,armor.99pzcx_armor,Armor,64,99PZCX 護甲
00561,armor.santa_claus_costume,Armor,64,聖誕套裝
00562,armor.standard_armor_cp_00,Armor,64,標準 CP-00 護甲
00563,armor.police_armor,Armor,64,警用護甲
00564,armor.pumpkin_armor,Armor,64,南瓜護甲
00565,armor.scientist_f00k_0,Armor,64,F00K-0 科學防護服
00566,armor.scientist_f00k_1,Armor,64,F00K-1 科學防護服
00567,armor.scientist_f00k_2,Armor,64,F00K-2 科學防護服
00568,armor.seva_suit,Armor,64,SEVA 防具
00569,armor.armor,Armor,64,??? 護甲
00570,armor.cyclops_suit,Armor,64,??? 獨眼巨人防護服
00571,storage.storage_kit,Storage,64,儲存擴展包
00572,item.book.book_cardio,Books,64,健身運動
00573,item.book.read_this_to_gain_1_point_in_cardio,Books,128,閱讀可習得 1 點
00574,item.book.book_charisma,Books,64,領導魅力
00575,item.book.gain_point.charisma,Books,128,閱讀可獲得 1 點魅力
00576,item.book.book_cooking,Books,64,烹飪
00577,item.book.gain_point.cooking,Books,128,閱讀可習得 1 點烹飪
00578,item.book.read_this_book,Books,128,閱讀本書
00579,item.book.book_gunsmith,Books,64,槍械工藝
00580,item.book.gain_point.gunsmith,Books,128,閱讀可習得 1 點槍械工藝
00581,item.book.basic_gunsmith_book,Books,64,基礎槍械工藝
00582,item.book.read_this_book_to_learn_new_barter_and,Books,128,閱讀可習得新的交易或製造技能
00583,item.book.advanced_gunsmith_book,Books,64,高級槍械工藝
00584,item.book.book_medicine,Books,64,基礎醫學
00585,item.book.gain_point.medicine,Books,128,閱讀可習得 1 點醫學
00586,item.book.book_shooting,Books,64,射擊
00587,item.book.gain_point.shooting,Books,128,閱讀可習得 1 點射擊
00588,item.book.book_style,Books,64,時尚
00589,item.book.read_this_to_gain_1_point_in_style,Books,128,閱讀可習得 1 點時尚
00590,item.book.respec_book_cardio,Books,64,運動專精重置
00591,item.book.read_this_book_to_change_your,Books,128,閱讀本書可更改專精，\n但會失去所有已獲專精點數。
00592,item.book.respec_book_charisma,Books,64,交際專精重置
00593,item.book.respec_book_cooking,Books,64,烹飪專精重置
00594,item.book.respec_book_gunsmith,Books,64,手工專精重置
00595,item.book.respec_book_medicine,Books,64,醫學專精重置
00596,item.book.respec_book_shooting,Books,64,射擊專精重置
00597,item.book.respec_book_style,Books,64,生存專精重置
00598,ammo.caliber.9x18,Bullet Calibers,16,9x18mm 
00599,ammo.caliber.9x19,Bullet Calibers,16,9x19mm 
00600,ammo.caliber.5_7x28,Bullet Calibers,16,5.7x28mm 
00601,ammo.caliber.45_nbsp,Bullet Calibers,16,.45 ACP
00602,ammo.caliber.7_62x25,Bullet Calibers,16,7.62x25mm 
00603,ammo.caliber.357_magnum,Bullet Calibers,16,.357 馬格南
00604,ammo.caliber.7_62x51,Bullet Calibers,16,7.62x51mm 
00605,ammo.caliber.7_62x54r,Bullet Calibers,16,7.62x54Rmm
00606,ammo.caliber.5_45x39,Bullet Calibers,16,5.45x39mm 
00607,ammo.caliber.7_62x39,Bullet Calibers,16,7.62x39mm 
00608,ammo.caliber.5_56x45,Bullet Calibers,16,5.56x45mm 
00609,ammo.caliber.12_7x55,Bullet Calibers,16,12.7x55mm 
00610,ammo.caliber.12x70,Bullet Calibers,16,12x70mm
00611,ammo.caliber.9x39,Bullet Calibers,16,9x39mm 
00612,chest.santa_air_drop,Chests,64,聖誕空投
00613,chest.anomaly_electric,Chests,64,閃電異常
00614,chest.anomaly_fire,Chests,64,火焰異常
00615,chest.armor,Chests,64,護甲箱
00616,chest.attachment_box,Chests,64,配件箱
00617,chest.ammo,Chests,64,彈藥
00618,chest.base_upgrade_box,Chests,64,基地升級模組箱
00619,chest.book_box,Chests,64,書箱
00620,chest.cash_register,Chests,64,收銀機
00621,chest.chemical_crystal,Chests,64,化學水晶
00622,chest.common_weapon_all,Chests,64,常規武器箱
00623,chest.crimson_corp_scientist,Chests,64,深紅公司科學家
00624,chest.crimson_soldier,Chests,64,深紅公司士兵
00625,chest.dead_abitant,Chests,64,死去的平民
00626,chest.dead_loner,Chests,64,死去的獨狼
00627,chest.dead_scientist,Chests,64,死去的科學家
00628,chest.devourer,Chests,64,吞噬者
00629,chest.electric_crystal,Chests,64,閃電水晶
00630,chest.electronic_box,Chests,64,電子元件箱
00631,chest.equipment_chest,Chests,64,裝備箱
00632,chest.fire_crystal,Chests,64,火焰水晶
00633,chest.flight_recorder,Chests,64,飛行記錄儀
00634,chest.forge,Chests,64,鍛造台
00635,chest.garden,Chests,64,花園
00636,chest.green_army_soldier,Chests,64,綠軍士兵
00637,chest.grigoriy_memorial,Chests,64,格里戈里紀念地
00638,chest.items_collected_by_igor,Chests,64,伊戈爾收集的物品
00639,chest.lead_scientist,Chests,64,首席科學家
00640,chest.library,Chests,64,圖書館
00641,chest.marat_loginov,Chests,64,馬拉特·洛吉諾夫
00642,chest.mercenary,Chests,64,僱傭兵
00643,chest.mr_junk_s_treasure,Chests,64,垃圾佬的寶物
00644,chest.mutated_plant,Chests,64,變異植物
00645,chest.novice_bandit,Chests,64,新手強盜
00646,chest.pc,Chests,64,電腦
00647,chest.pistol,Chests,64,手槍
00648,weapon.type.rifle,Chests,64,步槍
00649,chest.rifle,Chests,64,步槍
00650,chest.scavenger,Chests,64,小動物箱
00651,chest.secret_chest,Chests,64,祕密箱子
00652,chest.secret_safe,Chests,64,祕密保險箱
00653,chest.smg,Chests,64,衝鋒槍
00654,chest.sniper,Chests,64,狙擊步槍
00655,chest.spider,Chests,64,蜘蛛
00656,chest.strange_machinery,Chests,64,奇怪的機器
00657,chest.supermarket_shelves,Chests,64,超市貨架
00658,chest.unknown_bag,Chests,64,陌生的袋
00659,chest.watcher,Chests,64,觀察者
00660,chest.weapon_box_mod,Chests,64,武器改裝箱
00661,chest.weapon_box_mod_ak,Chests,64,AK武器改裝箱
00662,chest.weapon_box_tier_i,Chests,64,一級武器箱
00663,chest.weapon_box_tier_ii,Chests,64,二級武器箱
00664,chest.weapon_box_tier_iii,Chests,64,三級武器箱
00665,chest.wood_crate,Chests,64,木箱
00666,chest.your_stash,Chests,64,你的儲藏
00667,chest.yuli_antonov,Chests,64,尤利·安東諾夫
00668,trade.barter.aaa_battery,Barter,72,AAA電池
00669,trade.barter.alcohol,Barter,72,酒精
00670,trade.barter.big_s_tooth,Barter,72,「大塊頭」的牙齒
00671,trade.barter.blink_s_claw,Barter,72,「閃爍」的爪子
00672,trade.barter.blue_gunpowder,Barter,72,藍色火藥
00673,trade.barter.boar_pelt,Barter,72,野豬皮
00674,trade.barter.boar_tusk,Barter,72,野豬獠牙
00675,trade.barter.bolt_cutter,Barter,72,斷線鉗
00676,trade.barter.briefcase,Barter,72,公事包
00677,trade.barter.bug_spray,Barter,72,殺蟲劑
00678,trade.barter.bulb,Barter,72,燈泡
00679,trade.barter.car_battery,Barter,72,汽車電池
00680,trade.barter.cctv_camera,Barter,72,監控攝像頭
00681,trade.barter.charcoal,Barter,72,木炭
00682,trade.barter.coffee,Barter,72,咖啡
00683,trade.barter.concrete_box,Barter,72,混凝土箱
00684,trade.barter.cooking_pot,Barter,72,鍋
00685,trade.barter.copper_wire,Barter,72,銅線
00686,trade.barter.cpu,Barter,72,CPU
00687,trade.barter.devourer_meat,Barter,72,吞噬者的肉
00688,trade.barter.drill,Barter,72,電鑽
00689,trade.barter.duct_tape,Barter,72,膠帶
00690,trade.barter.dumbell,Barter,72,啞鈴
00691,trade.barter.dvd_drive,Barter,72,DVD 光碟機
00692,trade.barter.dynamite,Barter,72,炸藥
00693,trade.barter.electric_motor,Barter,72,電動馬達
00694,trade.barter.engine_oil,Barter,72,機油
00695,trade.barter.fan,Barter,72,風扇
00696,trade.barter.fork,Barter,72,叉子
00697,trade.barter.fragrance,Barter,72,香水
00698,trade.barter.gamestation,Barter,72,遊戲主機
00699,trade.barter.ghoul_s_tentacle,Barter,72,食屍鬼觸手
00700,trade.barter.gm_counter,Barter,72,蓋格計數器
00701,trade.barter.gold_wristwatch,Barter,72,金手錶
00702,trade.barter.golden_bracelet,Barter,72,金手鍊
00703,trade.barter.golden_crucifix,Barter,72,金十字架
00704,trade.barter.golden_necklace,Barter,72,金項鍊
